Seconds,Data,value,Altitude
1436029910,Distance,5755.659100242997,8.916
1436029910,Heart Rate,168.5,8.916
1436029910,Pace,3.2100452372113066,8.916
1436029920,Distance,5787.685893209096,8.321000000000002
1436029920,Heart Rate,168.5,8.321000000000002
1436029920,Pace,3.1158486118231847,8.321000000000002
1436029930,Distance,5817.756793213221,8.041
1436029930,Heart Rate,167.5,8.041
1436029930,Pace,2.815236829357855,8.041
1436029940,Distance,5843.128591785423,8.530000000000001
1436029940,Heart Rate,168.0,8.530000000000001
1436029940,Pace,2.6087728854075976,8.530000000000001
1436029950,Distance,5874.676908228208,9.293000000000001
1436029950,Heart Rate,168.0,9.293000000000001
1436029950,Pace,3.4802446445578425,9.293000000000001
1436029960,Distance,5905.509426727138,9.47
1436029960,Heart Rate,169.0,9.47
1436029960,Pace,2.6153111850037023,9.47
1436029970,Distance,5930.320212401577,9.940999999999999
1436029970,Heart Rate,167.5,9.940999999999999
1436029970,Pace,2.557475775446983,9.940999999999999
1436029980,Distance,5956.9061818673235,11.099
1436029980,Heart Rate,170.0,11.099
1436029980,Pace,2.6506975053857786,11.099
1436029990,Distance,5982.897135542037,12.584
1436029990,Heart Rate,169.0,12.584
1436029990,Pace,2.543835615919943,12.584
1436030000,Distance,6009.734542866208,13.135000000000002
1436030000,Heart Rate,170.0,13.135000000000002
1436030000,Pace,2.8871784384151398,13.135000000000002
1436030010,Distance,6038.3424645858195,13.95
1436030010,Heart Rate,170.5,13.95
1436030010,Pace,2.785455396235102,13.95
1436030020,Distance,6064.744051965464,14.575999999999999
1436030020,Heart Rate,169.5,14.575999999999999
1436030020,Pace,2.4985442230589796,14.575999999999999
1436030030,Distance,6090.31157161044,14.137000000000004
1436030030,Heart Rate,169.5,14.137000000000004
1436030030,Pace,2.8518430384347084,14.137000000000004
1436030040,Distance,6122.211384289733,14.667000000000002
1436030040,Heart Rate,172.0,14.667000000000002
1436030040,Pace,3.0796313251561513,14.667000000000002
1436030050,Distance,6149.9346971489895,13.484
1436030050,Heart Rate,171.5,13.484
1436030050,Pace,2.6726249303785155,13.484
1436030060,Distance,6177.970158306115,12.422999999999998
1436030060,Heart Rate,172.0,12.422999999999998
1436030060,Pace,2.8887584394443366,12.422999999999998
1436030070,Distance,6205.170317590244,12.343
1436030070,Heart Rate,172.0,12.343
1436030070,Pace,2.6589744315736423,12.343
1436030080,Distance,6232.802541436195,12.174000000000001
1436030080,Heart Rate,170.5,12.174000000000001
1436030080,Pace,2.800523974702628,12.174000000000001
1436030090,Distance,6259.833939674105,12.6
1436030090,Heart Rate,171.0,12.6
1436030090,Pace,2.571491690666517,12.6
1436030100,Distance,6284.765523976458,13.797000000000002
1436030100,Heart Rate,172.0,13.797000000000002
1436030100,Pace,2.502691544431491,13.797000000000002
1436030110,Distance,6308.970311354906,14.586999999999998
1436030110,Heart Rate,173.5,14.586999999999998
1436030110,Pace,2.336973552087966,14.586999999999998
1436030120,Distance,6335.090235119666,14.4
1436030120,Heart Rate,173.5,14.4
1436030120,Pace,2.7583388324006592,14.4
1436030130,Distance,6360.643461044236,14.038
1436030130,Heart Rate,174.0,14.038
1436030130,Pace,2.478009986926918,14.038
1436030140,Distance,6384.819029332892,15.443000000000001
1436030140,Heart Rate,173.0,15.443000000000001
1436030140,Pace,2.438502207727288,15.443000000000001
1436030150,Distance,6411.173999284716,15.995
1436030150,Heart Rate,173.0,15.995
1436030150,Pace,2.746937604330924,15.995
1436030160,Distance,6437.303769506364,15.974999999999998
1436030160,Heart Rate,173.0,15.974999999999998
1436030160,Pace,2.4122468107758324,15.974999999999998
1436030170,Distance,6461.647975395697,16.169000000000004
1436030170,Heart Rate,173.0,16.169000000000004
1436030170,Pace,2.492264395018265,16.169000000000004
1436030180,Distance,6486.50563874485,16.432000000000002
1436030180,Heart Rate,173.0,16.432000000000002
1436030180,Pace,2.2655633112664875,16.432000000000002
1436030190,Distance,6508.327321059743,16.602
1436030190,Heart Rate,172.0,16.602
1436030190,Pace,2.49918162125241,16.602
1436030200,Distance,6537.828792957702,17.330000000000005
1436030200,Heart Rate,171.5,17.330000000000005
1436030200,Pace,3.13689379333091,17.330000000000005
1436030210,Distance,6566.450518842297,18.190999999999995
1436030210,Heart Rate,172.0,18.190999999999995
1436030210,Pace,2.7005655597221447,18.190999999999995
1436030220,Distance,6592.688031124484,19.828
1436030220,Heart Rate,172.5,19.828
1436030220,Pace,2.660136014602176,19.828
1436030230,Distance,6620.505804601719,21.033
1436030230,Heart Rate,174.5,21.033
1436030230,Pace,2.7695661191966794,21.033
1436030240,Distance,6644.789787988552,22.037
1436030240,Heart Rate,175.5,22.037
1436030240,Pace,2.201419556464498,22.037
1436030250,Distance,6669.645044349047,24.128000000000004
1436030250,Heart Rate,176.0,24.128000000000004
1436030250,Pace,2.6736245729745862,24.128000000000004
1436030260,Distance,6696.78987301859,25.944
1436030260,Heart Rate,177.0,25.944
1436030260,Pace,2.627389139006391,25.944
1436030270,Distance,6719.362474969738,27.201999999999998
1436030270,Heart Rate,178.0,27.201999999999998
1436030270,Pace,2.053317740129205,27.201999999999998
1436030280,Distance,6741.440411672836,28.306
1436030280,Heart Rate,178.5,28.306
1436030280,Pace,2.373195047731315,28.306
1436030290,Distance,6766.899660439856,29.438
1436030290,Heart Rate,178.5,29.438
1436030290,Pace,2.757956985931196,29.438
1436030300,Distance,6792.173126841159,30.506
1436030300,Heart Rate,178.0,30.506
1436030300,Pace,2.293402006669203,30.506
1436030310,Distance,6815.6625011178185,31.176
1436030310,Heart Rate,177.5,31.176
1436030310,Pace,2.391398436794316,31.176
1436030320,Distance,6841.275012338291,31.697999999999997
1436030320,Heart Rate,177.0,31.697999999999997
1436030320,Pace,2.6955871982571806,31.697999999999997
1436030330,Distance,6869.2370655112345,31.863999999999997
1436030330,Heart Rate,176.0,31.863999999999997
1436030330,Pace,2.8682266543743937,31.863999999999997
1436030340,Distance,6902.949430160288,32.366
1436030340,Heart Rate,176.0,32.366
1436030340,Pace,3.468984561349134,32.366
1436030350,Distance,6931.527154951769,32.105
1436030350,Heart Rate,174.5,32.105
1436030350,Pace,2.729084384329417,32.105
1436030360,Distance,6959.930515834171,31.826999999999998
1436030360,Heart Rate,173.5,31.826999999999998
1436030360,Pace,2.894494999399103,31.826999999999998
1436030370,Distance,6990.4517945985335,30.671000000000003
1436030370,Heart Rate,171.0,30.671000000000003
1436030370,Pace,2.8575958960796015,30.671000000000003
1436030380,Distance,7022.663741740917,29.765000000000004
1436030380,Heart Rate,170.0,29.765000000000004
1436030380,Pace,3.29271495449384,29.765000000000004
1436030390,Distance,7053.9773446277395,28.865999999999996
1436030390,Heart Rate,170.0,28.865999999999996
1436030390,Pace,3.0687201620621636,28.865999999999996
1436030400,Distance,7084.005512268976,27.732999999999997
1436030400,Heart Rate,167.5,27.732999999999997
1436030400,Pace,2.948131006724452,27.732999999999997
1436030410,Distance,7112.67491405685,26.244999999999997
1436030410,Heart Rate,168.0,26.244999999999997
1436030410,Pace,2.8008747590070016,26.244999999999997
1436030420,Distance,7138.0689493126,25.138
1436030420,Heart Rate,166.0,25.138
1436030420,Pace,2.729424155810648,25.138
1436030430,Distance,7167.36671897677,24.359
1436030430,Heart Rate,165.5,24.359
1436030430,Pace,2.594430249761899,24.359
1436030440,Distance,7193.608352450533,23.865000000000002
1436030440,Heart Rate,167.0,23.865000000000002
1436030440,Pace,2.5956153154240384,23.865000000000002
1436030450,Distance,7222.949617184597,23.528
1436030450,Heart Rate,167.0,23.528
1436030450,Pace,3.2643224274825116,23.528
1436030460,Distance,7251.728596178519,22.764000000000003
1436030460,Heart Rate,167.5,22.764000000000003
1436030460,Pace,3.0662186997668868,22.764000000000003
1436030470,Distance,7283.726030060656,22.097
1436030470,Heart Rate,165.5,22.097
1436030470,Pace,3.0040695514998332,22.097
1436030480,Distance,7315.061731629923,21.918
1436030480,Heart Rate,167.5,21.918
1436030480,Pace,3.221098397890637,21.918
1436030490,Distance,7346.323249630734,22.062999999999995
1436030490,Heart Rate,168.0,22.062999999999995
1436030490,Pace,2.9062973808952846,22.062999999999995
1436030500,Distance,7377.727548332373,21.094
1436030500,Heart Rate,169.0,21.094
1436030500,Pace,3.491678481814051,21.094
1436030510,Distance,7408.1731021176365,20.392000000000003
1436030510,Heart Rate,169.0,20.392000000000003
1436030510,Pace,2.7560363597940523,20.392000000000003
1436030520,Distance,7436.374866816912,19.142999999999997
1436030520,Heart Rate,169.0,19.142999999999997
1436030520,Pace,2.650565510713659,19.142999999999997
1436030530,Distance,7463.01071560393,18.481
1436030530,Heart Rate,167.0,18.481
1436030530,Pace,2.6607699187770777,18.481
1436030540,Distance,7490.386853046295,17.953
1436030540,Heart Rate,167.5,17.953
1436030540,Pace,2.6520319179476246,17.953
1436030550,Distance,7519.6957577609965,17.095
1436030550,Heart Rate,169.5,17.095
1436030550,Pace,3.554138646676074,17.095
1436030560,Distance,7553.243085629219,16.361
1436030560,Heart Rate,169.5,16.361
1436030560,Pace,3.111745895257809,16.361
1436030570,Distance,7585.5321334001665,16.584
1436030570,Heart Rate,171.5,16.584
1436030570,Pace,3.0803663430995583,16.584
1436030580,Distance,7612.309456484998,15.806999999999997
1436030580,Heart Rate,172.5,15.806999999999997
1436030580,Pace,2.718135439258549,15.806999999999997
1436030590,Distance,7643.545132433236,13.270000000000001
1436030590,Heart Rate,171.5,13.270000000000001
1436030590,Pace,3.2090396204187526,13.270000000000001
1436030600,Distance,7675.167560334227,11.879
1436030600,Heart Rate,170.0,11.879
1436030600,Pace,3.1314824447281353,11.879
1436030610,Distance,7707.098686965376,10.566
1436030610,Heart Rate,168.0,10.566
1436030610,Pace,3.1266656493268785,10.566
1436030620,Distance,7734.076755404756,9.7
1436030620,Heart Rate,168.0,9.7
1436030620,Pace,2.4774768341172604,9.7
1436030630,Distance,7759.8179312411185,7.673
1436030630,Heart Rate,169.0,7.673
1436030630,Pace,2.6376216955271956,7.673
1436030640,Distance,7787.961215306483,8.39
1436030640,Heart Rate,168.5,8.39
1436030640,Pace,2.940579547141442,8.39
1436030650,Distance,7819.0281588396265,8.571
1436030650,Heart Rate,170.5,8.571
1436030650,Pace,3.321189311557009,8.571
1436030660,Distance,7848.426985919626,7.5840000000000005
1436030660,Heart Rate,169.0,7.5840000000000005
1436030660,Pace,2.490577321687124,7.5840000000000005
1436030670,Distance,7875.8827263915055,8.692000000000002
1436030670,Heart Rate,166.0,8.692000000000002
1436030670,Pace,3.030293862301278,8.692000000000002
1436030680,Distance,7904.3955431540135,8.016
1436030680,Heart Rate,170.0,8.016
1436030680,Pace,2.9412776025485075,8.016
1436030690,Distance,7933.720443011947,8.489999999999998
1436030690,Heart Rate,166.5,8.489999999999998
1436030690,Pace,2.801351204186358,8.489999999999998
1436030700,Distance,7962.194059344639,10.074000000000002
1436030700,Heart Rate,167.5,10.074000000000002
1436030700,Pace,2.627432262131697,10.074000000000002
1436030710,Distance,7988.812798819556,10.11889528899
1436030710,Heart Rate,170.5,10.11889528899
1436030710,Pace,3.090153979666411,10.11889528899
1436030720,Distance,8022.581089933487,10.492
1436030720,Heart Rate,174.0,10.492
1436030720,Pace,3.5396593578094326,10.492
1436030730,Distance,8053.559114277737,10.816999999999998
1436030730,Heart Rate,174.5,10.816999999999998
1436030730,Pace,3.1200099316582053,10.816999999999998
